Geography,Geography,Gender (3a),Age (in single,2021,2016
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,84,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,    85 years and over,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,      85 to 89 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,85,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,86,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,87,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,88,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,89,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,      90 to 94 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,90,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,91,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,92,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,93,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,94,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,      95 to 99 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,95,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,96,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,97,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,98,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,99,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,      100 years and over,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,Average age,,
539,"St. Catharines - Niagara (CMA), Ont.",  Men+,Median age,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,Total - Age,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,  0 to 14 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    0 to 4 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,      Under 1 year,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,1,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,2,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,3,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,4,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    5 to 9 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,5,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,6,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,7,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,8,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,9,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    10 to 14 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,10,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,11,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,12,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,13,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,14,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,  15 to 64 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    15 to 19 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,15,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,16,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,17,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,18,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,19,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    20 to 24 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,20,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,21,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,22,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,23,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,24,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    25 to 29 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,25,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,26,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,27,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,28,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,29,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    30 to 34 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,30,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,31,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,32,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,33,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,34,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    35 to 39 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,35,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,36,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,37,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,38,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,39,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    40 to 44 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,40,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,41,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,42,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,43,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,44,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    45 to 49 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,45,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,46,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,47,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,48,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,49,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    50 to 54 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,50,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,51,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,52,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,53,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,54,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    55 to 59 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,55,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,56,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,57,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,58,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,59,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    60 to 64 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,60,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,61,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,62,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,63,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,64,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,  65 years and over,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    65 to 69 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,65,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,66,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,67,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,68,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,69,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    70 to 74 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,70,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,71,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,72,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,73,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,74,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    75 to 79 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,75,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,76,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,77,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,78,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,79,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    80 to 84 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,80,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,81,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,82,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,83,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,84,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,    85 years and over,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,      85 to 89 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,85,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,86,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,87,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,88,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,89,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,      90 to 94 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,90,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,91,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,92,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,93,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,94,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,      95 to 99 years,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,95,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,96,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,97,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,98,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,99,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,      100 years and over,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,Average age,,
539,"St. Catharines - Niagara (CMA), Ont.",  Women+,Median age,,
553,"Stratford (CA), Ont.", Total - Gender,Total - Age,,
553,"Stratford (CA), Ont.", Total - Gender,  0 to 14 years,,
553,"Stratford (CA), Ont.", Total - Gender,    0 to 4 years,,
553,"Stratford (CA), Ont.", Total - Gender,      Under 1 year,,
553,"Stratford (CA), Ont.", Total - Gender,1,,
553,"Stratford (CA), Ont.", Total - Gender,2,,
553,"Stratford (CA), Ont.", Total - Gender,3,,
553,"Stratford (CA), Ont.", Total - Gender,4,,
553,"Stratford (CA), Ont.", Total - Gender,    5 to 9 years,,
553,"Stratford (CA), Ont.", Total - Gender,5,,
553,"Stratford (CA), Ont.", Total - Gender,6,,
553,"Stratford (CA), Ont.", Total - Gender,7,,
553,"Stratford (CA), Ont.", Total - Gender,8,,
553,"Stratford (CA), Ont.", Total - Gender,9,,
553,"Stratford (CA), Ont.", Total - Gender,    10 to 14 years,,
553,"Stratford (CA), Ont.", Total - Gender,10,,
553,"Stratford (CA), Ont.", Total - Gender,11,,
553,"Stratford (CA), Ont.", Total - Gender,12,,
553,"Stratford (CA), Ont.", Total - Gender,13,,
553,"Stratford (CA), Ont.", Total - Gender,14,,
553,"Stratford (CA), Ont.", Total - Gender,  15 to 64 years,,
553,"Stratford (CA), Ont.", Total - Gender,    15 to 19 years,,
553,"Stratford (CA), Ont.", Total - Gender,15,,
553,"Stratford (CA), Ont.", Total - Gender,16,,
553,"Stratford (CA), Ont.", Total - Gender,17,,
553,"Stratford (CA), Ont.", Total - Gender,18,,
553,"Stratford (CA), Ont.", Total - Gender,19,,
553,"Stratford (CA), Ont.", Total - Gender,    20 to 24 years,,
553,"Stratford (CA), Ont.", Total - Gender,20,,
553,"Stratford (CA), Ont.", Total - Gender,21,,
553,"Stratford (CA), Ont.", Total - Gender,22,,
553,"Stratford (CA), Ont.", Total - Gender,23,,
553,"Stratford (CA), Ont.", Total - Gender,24,,
553,"Stratford (CA), Ont.", Total - Gender,    25 to 29 years,,
553,"Stratford (CA), Ont.", Total - Gender,25,,
553,"Stratford (CA), Ont.", Total - Gender,26,,
553,"Stratford (CA), Ont.", Total - Gender,27,,
553,"Stratford (CA), Ont.", Total - Gender,28,,
553,"Stratford (CA), Ont.", Total - Gender,29,,
553,"Stratford (CA), Ont.", Total - Gender,    30 to 34 years,,
553,"Stratford (CA), Ont.", Total - Gender,30,,
553,"Stratford (CA), Ont.", Total - Gender,31,,
553,"Stratford (CA), Ont.", Total - Gender,32,,
553,"Stratford (CA), Ont.", Total - Gender,33,,
553,"Stratford (CA), Ont.", Total - Gender,34,,
553,"Stratford (CA), Ont.", Total - Gender,    35 to 39 years,,
553,"Stratford (CA), Ont.", Total - Gender,35,,
553,"Stratford (CA), Ont.", Total - Gender,36,,
553,"Stratford (CA), Ont.", Total - Gender,37,,
553,"Stratford (CA), Ont.", Total - Gender,38,,
553,"Stratford (CA), Ont.", Total - Gender,39,,
553,"Stratford (CA), Ont.", Total - Gender,    40 to 44 years,,
553,"Stratford (CA), Ont.", Total - Gender,40,,
553,"Stratford (CA), Ont.", Total - Gender,41,,
553,"Stratford (CA), Ont.", Total - Gender,42,,
553,"Stratford (CA), Ont.", Total - Gender,43,,
553,"Stratford (CA), Ont.", Total - Gender,44,,
553,"Stratford (CA), Ont.", Total - Gender,    45 to 49 years,,
553,"Stratford (CA), Ont.", Total - Gender,45,,
553,"Stratford (CA), Ont.", Total - Gender,46,,
553,"Stratford (CA), Ont.", Total - Gender,47,,
553,"Stratford (CA), Ont.", Total - Gender,48,,
553,"Stratford (CA), Ont.", Total - Gender,49,,
553,"Stratford (CA), Ont.", Total - Gender,    50 to 54 years,,
553,"Stratford (CA), Ont.", Total - Gender,50,,
553,"Stratford (CA), Ont.", Total - Gender,51,,
553,"Stratford (CA), Ont.", Total - Gender,52,,
553,"Stratford (CA), Ont.", Total - Gender,53,,
553,"Stratford (CA), Ont.", Total - Gender,54,,
553,"Stratford (CA), Ont.", Total - Gender,    55 to 59 years,,
553,"Stratford (CA), Ont.", Total - Gender,55,,
553,"Stratford (CA), Ont.", Total - Gender,56,,
553,"Stratford (CA), Ont.", Total - Gender,57,,
553,"Stratford (CA), Ont.", Total - Gender,58,,
553,"Stratford (CA), Ont.", Total - Gender,59,,
553,"Stratford (CA), Ont.", Total - Gender,    60 to 64 years,,
553,"Stratford (CA), Ont.", Total - Gender,60,,
553,"Stratford (CA), Ont.", Total - Gender,61,,
553,"Stratford (CA), Ont.", Total - Gender,62,,
553,"Stratford (CA), Ont.", Total - Gender,63,,
553,"Stratford (CA), Ont.", Total - Gender,64,,
553,"Stratford (CA), Ont.", Total - Gender,  65 years and over,,
553,"Stratford (CA), Ont.", Total - Gender,    65 to 69 years,,
553,"Stratford (CA), Ont.", Total - Gender,65,,
553,"Stratford (CA), Ont.", Total - Gender,66,,
553,"Stratford (CA), Ont.", Total - Gender,67,,
553,"Stratford (CA), Ont.", Total - Gender,68,,
553,"Stratford (CA), Ont.", Total - Gender,69,,
553,"Stratford (CA), Ont.", Total - Gender,    70 to 74 years,,
553,"Stratford (CA), Ont.", Total - Gender,70,,
553,"Stratford (CA), Ont.", Total - Gender,71,,
553,"Stratford (CA), Ont.", Total - Gender,72,,
553,"Stratford (CA), Ont.", Total - Gender,73,,
553,"Stratford (CA), Ont.", Total - Gender,74,,
553,"Stratford (CA), Ont.", Total - Gender,    75 to 79 years,,
553,"Stratford (CA), Ont.", Total - Gender,75,,
553,"Stratford (CA), Ont.", Total - Gender,76,,
553,"Stratford (CA), Ont.", Total - Gender,77,,
553,"Stratford (CA), Ont.", Total - Gender,78,,
553,"Stratford (CA), Ont.", Total - Gender,79,,
553,"Stratford (CA), Ont.", Total - Gender,    80 to 84 years,,
553,"Stratford (CA), Ont.", Total - Gender,80,,
553,"Stratford (CA), Ont.", Total - Gender,81,,
553,"Stratford (CA), Ont.", Total - Gender,82,,
553,"Stratford (CA), Ont.", Total - Gender,83,,
553,"Stratford (CA), Ont.", Total - Gender,84,,
553,"Stratford (CA), Ont.", Total - Gender,    85 years and over,,
553,"Stratford (CA), Ont.", Total - Gender,      85 to 89 years,,
553,"Stratford (CA), Ont.", Total - Gender,85,,
553,"Stratford (CA), Ont.", Total - Gender,86,,
553,"Stratford (CA), Ont.", Total - Gender,87,,
553,"Stratford (CA), Ont.", Total - Gender,88,,
553,"Stratford (CA), Ont.", Total - Gender,89,,
553,"Stratford (CA), Ont.", Total - Gender,      90 to 94 years,,
553,"Stratford (CA), Ont.", Total - Gender,90,,
553,"Stratford (CA), Ont.", Total - Gender,91,,
553,"Stratford (CA), Ont.", Total - Gender,92,,
553,"Stratford (CA), Ont.", Total - Gender,93,,
553,"Stratford (CA), Ont.", Total - Gender,94,,
553,"Stratford (CA), Ont.", Total - Gender,      95 to 99 years,,
553,"Stratford (CA), Ont.", Total - Gender,95,,
553,"Stratford (CA), Ont.", Total - Gender,96,,
553,"Stratford (CA), Ont.", Total - Gender,97,,
553,"Stratford (CA), Ont.", Total - Gender,98,,
553,"Stratford (CA), Ont.", Total - Gender,99,,
553,"Stratford (CA), Ont.", Total - Gender,      100 years and over,,
553,"Stratford (CA), Ont.", Total - Gender,Average age,,
553,"Stratford (CA), Ont.", Total - Gender,Median age,,
553,"Stratford (CA), Ont.",  Men+,Total - Age,,
553,"Stratford (CA), Ont.",  Men+,  0 to 14 years,,
553,"Stratford (CA), Ont.",  Men+,    0 to 4 years,,
553,"Stratford (CA), Ont.",  Men+,      Under 1 year,,
553,"Stratford (CA), Ont.",  Men+,1,,
553,"Stratford (CA), Ont.",  Men+,2,,
553,"Stratford (CA), Ont.",  Men+,3,,
553,"Stratford (CA), Ont.",  Men+,4,,
553,"Stratford (CA), Ont.",  Men+,    5 to 9 years,,
553,"Stratford (CA), Ont.",  Men+,5,,
553,"Stratford (CA), Ont.",  Men+,6,,
553,"Stratford (CA), Ont.",  Men+,7,,
553,"Stratford (CA), Ont.",  Men+,8,,
553,"Stratford (CA), Ont.",  Men+,9,,
553,"Stratford (CA), Ont.",  Men+,    10 to 14 years,,
553,"Stratford (CA), Ont.",  Men+,10,,
553,"Stratford (CA), Ont.",  Men+,11,,
553,"Stratford (CA), Ont.",  Men+,12,,
553,"Stratford (CA), Ont.",  Men+,13,,
553,"Stratford (CA), Ont.",  Men+,14,,
553,"Stratford (CA), Ont.",  Men+,  15 to 64 years,,
553,"Stratford (CA), Ont.",  Men+,    15 to 19 years,,
553,"Stratford (CA), Ont.",  Men+,15,,
553,"Stratford (CA), Ont.",  Men+,16,,
553,"Stratford (CA), Ont.",  Men+,17,,
553,"Stratford (CA), Ont.",  Men+,18,,
553,"Stratford (CA), Ont.",  Men+,19,,
553,"Stratford (CA), Ont.",  Men+,    20 to 24 years,,
553,"Stratford (CA), Ont.",  Men+,20,,
553,"Stratford (CA), Ont.",  Men+,21,,
553,"Stratford (CA), Ont.",  Men+,22,,
553,"Stratford (CA), Ont.",  Men+,23,,
553,"Stratford (CA), Ont.",  Men+,24,,
553,"Stratford (CA), Ont.",  Men+,    25 to 29 years,,
553,"Stratford (CA), Ont.",  Men+,25,,
553,"Stratford (CA), Ont.",  Men+,26,,
553,"Stratford (CA), Ont.",  Men+,27,,
553,"Stratford (CA), Ont.",  Men+,28,,
553,"Stratford (CA), Ont.",  Men+,29,,
553,"Stratford (CA), Ont.",  Men+,    30 to 34 years,,
553,"Stratford (CA), Ont.",  Men+,30,,
553,"Stratford (CA), Ont.",  Men+,31,,
553,"Stratford (CA), Ont.",  Men+,32,,
553,"Stratford (CA), Ont.",  Men+,33,,
553,"Stratford (CA), Ont.",  Men+,34,,
553,"Stratford (CA), Ont.",  Men+,    35 to 39 years,,
553,"Stratford (CA), Ont.",  Men+,35,,
553,"Stratford (CA), Ont.",  Men+,36,,
553,"Stratford (CA), Ont.",  Men+,37,,
553,"Stratford (CA), Ont.",  Men+,38,,
553,"Stratford (CA), Ont.",  Men+,39,,
553,"Stratford (CA), Ont.",  Men+,    40 to 44 years,,
553,"Stratford (CA), Ont.",  Men+,40,,
553,"Stratford (CA), Ont.",  Men+,41,,
553,"Stratford (CA), Ont.",  Men+,42,,
553,"Stratford (CA), Ont.",  Men+,43,,
553,"Stratford (CA), Ont.",  Men+,44,,
553,"Stratford (CA), Ont.",  Men+,    45 to 49 years,,
553,"Stratford (CA), Ont.",  Men+,45,,
553,"Stratford (CA), Ont.",  Men+,46,,
553,"Stratford (CA), Ont.",  Men+,47,,
553,"Stratford (CA), Ont.",  Men+,48,,
553,"Stratford (CA), Ont.",  Men+,49,,
553,"Stratford (CA), Ont.",  Men+,    50 to 54 years,,
553,"Stratford (CA), Ont.",  Men+,50,,
553,"Stratford (CA), Ont.",  Men+,51,,
553,"Stratford (CA), Ont.",  Men+,52,,
553,"Stratford (CA), Ont.",  Men+,53,,
553,"Stratford (CA), Ont.",  Men+,54,,
553,"Stratford (CA), Ont.",  Men+,    55 to 59 years,,
553,"Stratford (CA), Ont.",  Men+,55,,
553,"Stratford (CA), Ont.",  Men+,56,,
553,"Stratford (CA), Ont.",  Men+,57,,
553,"Stratford (CA), Ont.",  Men+,58,,
553,"Stratford (CA), Ont.",  Men+,59,,
553,"Stratford (CA), Ont.",  Men+,    60 to 64 years,,
553,"Stratford (CA), Ont.",  Men+,60,,
553,"Stratford (CA), Ont.",  Men+,61,,
553,"Stratford (CA), Ont.",  Men+,62,,
553,"Stratford (CA), Ont.",  Men+,63,,
553,"Stratford (CA), Ont.",  Men+,64,,
553,"Stratford (CA), Ont.",  Men+,  65 years and over,,
553,"Stratford (CA), Ont.",  Men+,    65 to 69 years,,
553,"Stratford (CA), Ont.",  Men+,65,,
553,"Stratford (CA), Ont.",  Men+,66,,
553,"Stratford (CA), Ont.",  Men+,67,,
553,"Stratford (CA), Ont.",  Men+,68,,
553,"Stratford (CA), Ont.",  Men+,69,,
553,"Stratford (CA), Ont.",  Men+,    70 to 74 years,,
553,"Stratford (CA), Ont.",  Men+,70,,
553,"Stratford (CA), Ont.",  Men+,71,,
553,"Stratford (CA), Ont.",  Men+,72,,
553,"Stratford (CA), Ont.",  Men+,73,,
553,"Stratford (CA), Ont.",  Men+,74,,
553,"Stratford (CA), Ont.",  Men+,    75 to 79 years,,
553,"Stratford (CA), Ont.",  Men+,75,,
553,"Stratford (CA), Ont.",  Men+,76,,
553,"Stratford (CA), Ont.",  Men+,77,,
553,"Stratford (CA), Ont.",  Men+,78,,
553,"Stratford (CA), Ont.",  Men+,79,,
553,"Stratford (CA), Ont.",  Men+,    80 to 84 years,,
553,"Stratford (CA), Ont.",  Men+,80,,
553,"Stratford (CA), Ont.",  Men+,81,,
553,"Stratford (CA), Ont.",  Men+,82,,
553,"Stratford (CA), Ont.",  Men+,83,,
553,"Stratford (CA), Ont.",  Men+,84,,
553,"Stratford (CA), Ont.",  Men+,    85 years and over,,
553,"Stratford (CA), Ont.",  Men+,      85 to 89 years,,
553,"Stratford (CA), Ont.",  Men+,85,,
553,"Stratford (CA), Ont.",  Men+,86,,
553,"Stratford (CA), Ont.",  Men+,87,,
553,"Stratford (CA), Ont.",  Men+,88,,
553,"Stratford (CA), Ont.",  Men+,89,,
553,"Stratford (CA), Ont.",  Men+,      90 to 94 years,,
553,"Stratford (CA), Ont.",  Men+,90,,
553,"Stratford (CA), Ont.",  Men+,91,,
553,"Stratford (CA), Ont.",  Men+,92,,
553,"Stratford (CA), Ont.",  Men+,93,,
553,"Stratford (CA), Ont.",  Men+,94,,
553,"Stratford (CA), Ont.",  Men+,      95 to 99 years,,
553,"Stratford (CA), Ont.",  Men+,95,,
553,"Stratford (CA), Ont.",  Men+,96,,
553,"Stratford (CA), Ont.",  Men+,97,,
553,"Stratford (CA), Ont.",  Men+,98,,
553,"Stratford (CA), Ont.",  Men+,99,,
553,"Stratford (CA), Ont.",  Men+,      100 years and over,,
553,"Stratford (CA), Ont.",  Men+,Average age,,
553,"Stratford (CA), Ont.",  Men+,Median age,,
553,"Stratford (CA), Ont.",  Women+,Total - Age,,
553,"Stratford (CA), Ont.",  Women+,  0 to 14 years,,
553,"Stratford (CA), Ont.",  Women+,    0 to 4 years,,
553,"Stratford (CA), Ont.",  Women+,      Under 1 year,,
553,"Stratford (CA), Ont.",  Women+,1,,
553,"Stratford (CA), Ont.",  Women+,2,,
553,"Stratford (CA), Ont.",  Women+,3,,
553,"Stratford (CA), Ont.",  Women+,4,,
553,"Stratford (CA), Ont.",  Women+,    5 to 9 years,,
553,"Stratford (CA), Ont.",  Women+,5,,
553,"Stratford (CA), Ont.",  Women+,6,,
553,"Stratford (CA), Ont.",  Women+,7,,
553,"Stratford (CA), Ont.",  Women+,8,,
553,"Stratford (CA), Ont.",  Women+,9,,
553,"Stratford (CA), Ont.",  Women+,    10 to 14 years,,
553,"Stratford (CA), Ont.",  Women+,10,,
553,"Stratford (CA), Ont.",  Women+,11,,
553,"Stratford (CA), Ont.",  Women+,12,,
553,"Stratford (CA), Ont.",  Women+,13,,
553,"Stratford (CA), Ont.",  Women+,14,,
553,"Stratford (CA), Ont.",  Women+,  15 to 64 years,,
553,"Stratford (CA), Ont.",  Women+,    15 to 19 years,,
553,"Stratford (CA), Ont.",  Women+,15,,
553,"Stratford (CA), Ont.",  Women+,16,,
553,"Stratford (CA), Ont.",  Women+,17,,
553,"Stratford (CA), Ont.",  Women+,18,,
553,"Stratford (CA), Ont.",  Women+,19,,
553,"Stratford (CA), Ont.",  Women+,    20 to 24 years,,
553,"Stratford (CA), Ont.",  Women+,20,,
553,"Stratford (CA), Ont.",  Women+,21,,
553,"Stratford (CA), Ont.",  Women+,22,,
553,"Stratford (CA), Ont.",  Women+,23,,
553,"Stratford (CA), Ont.",  Women+,24,,
553,"Stratford (CA), Ont.",  Women+,    25 to 29 years,,
553,"Stratford (CA), Ont.",  Women+,25,,
553,"Stratford (CA), Ont.",  Women+,26,,
553,"Stratford (CA), Ont.",  Women+,27,,
553,"Stratford (CA), Ont.",  Women+,28,,
553,"Stratford (CA), Ont.",  Women+,29,,
553,"Stratford (CA), Ont.",  Women+,    30 to 34 years,,
553,"Stratford (CA), Ont.",  Women+,30,,
553,"Stratford (CA), Ont.",  Women+,31,,
553,"Stratford (CA), Ont.",  Women+,32,,
553,"Stratford (CA), Ont.",  Women+,33,,
553,"Stratford (CA), Ont.",  Women+,34,,
553,"Stratford (CA), Ont.",  Women+,    35 to 39 years,,
553,"Stratford (CA), Ont.",  Women+,35,,
553,"Stratford (CA), Ont.",  Women+,36,,
553,"Stratford (CA), Ont.",  Women+,37,,
553,"Stratford (CA), Ont.",  Women+,38,,
553,"Stratford (CA), Ont.",  Women+,39,,
553,"Stratford (CA), Ont.",  Women+,    40 to 44 years,,
553,"Stratford (CA), Ont.",  Women+,40,,
553,"Stratford (CA), Ont.",  Women+,41,,
553,"Stratford (CA), Ont.",  Women+,42,,
553,"Stratford (CA), Ont.",  Women+,43,,
553,"Stratford (CA), Ont.",  Women+,44,,
553,"Stratford (CA), Ont.",  Women+,    45 to 49 years,,
553,"Stratford (CA), Ont.",  Women+,45,,
553,"Stratford (CA), Ont.",  Women+,46,,
553,"Stratford (CA), Ont.",  Women+,47,,
553,"Stratford (CA), Ont.",  Women+,48,,
553,"Stratford (CA), Ont.",  Women+,49,,
553,"Stratford (CA), Ont.",  Women+,    50 to 54 years,,
553,"Stratford (CA), Ont.",  Women+,50,,
